Delay : 1, Total Response Took: 1.029, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.04257 
Delay : 1, Total Response Took: 2.13, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.03963 
Delay : 1, Total Response Took: 2.133, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.038 
Delay : 1, Total Response Took: 2.142, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.0394 
Delay : 1, Total Response Took: 2.144, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.03836 
Delay : 1, Total Response Took: 2.151, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04074 
Delay : 1, Total Response Took: 2.15, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.03886 
Delay : 1, Total Response Took: 2.15, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.03817 
Delay : 1, Total Response Took: 2.152, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.03892 
Delay : 1, Total Response Took: 2.156, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04094 
Delay : 1, Total Response Took: 2.16, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04395 
Delay : 1, Total Response Took: 2.175, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.0447 
Delay : 1, Total Response Took: 2.177, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.03833 
Delay : 1, Total Response Took: 2.177, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.03808 
Delay : 1, Total Response Took: 2.181, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.03679 
Delay : 1, Total Response Took: 2.183, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.03734 
Delay : 1, Total Response Took: 2.187, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.03639 
Delay : 1, Total Response Took: 2.19, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04066 
Delay : 1, Total Response Took: 2.19, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.03835 
Delay : 1, Total Response Took: 2.193, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04075 
Delay : 1, Total Response Took: 2.191, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.03719 
Delay : 1, Total Response Took: 2.205, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04598 
Delay : 1, Total Response Took: 2.202, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.03742 
Delay : 1, Total Response Took: 2.213, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.04325 
Delay : 1, Total Response Took: 2.216, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.04851 
Delay : 1, Total Response Took: 2.212, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.03777 
Delay : 1, Total Response Took: 2.226, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.04126 
Delay : 1, Total Response Took: 2.223, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.03714 
Delay : 1, Total Response Took: 2.229, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.03712 
Delay : 1, Total Response Took: 2.231, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.03845 
Delay : 1, Total Response Took: 2.232, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.03957 
Delay : 1, Total Response Took: 2.238, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.03763 
Delay : 1, Total Response Took: 2.246, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.03623 
Delay : 1, Total Response Took: 2.257, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.03923 
Delay : 1, Total Response Took: 2.261, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.03731 
Delay : 1, Total Response Took: 2.263, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.03825 
Delay : 1, Total Response Took: 2.295, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.03748 
Delay : 1, Total Response Took: 3.076, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.03757 
Delay : 1, Total Response Took: 3.088, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.03963 
Delay : 1, Total Response Took: 3.122, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.03895 
Delay : 1, Total Response Took: 3.126, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04119 
Delay : 1, Total Response Took: 3.133, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04156 
Delay : 1, Total Response Took: 3.136, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04126 
Delay : 1, Total Response Took: 3.14, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04323 
Delay : 1, Total Response Took: 3.146, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04246 
Delay : 1, Total Response Took: 3.17, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04176 
Delay : 1, Total Response Took: 3.176, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.0442 
Delay : 1, Total Response Took: 3.201, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04292 
Delay : 1, Total Response Took: 3.205, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.0437 
Delay : 1, Total Response Took: 3.207, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04422 
Delay : 1, Total Response Took: 3.216, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04831 
Delay : 1, Total Response Took: 3.22, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04722 
Delay : 1, Total Response Took: 3.22, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04734 
Delay : 1, Total Response Took: 3.244, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04971 
Delay : 1, Total Response Took: 3.265, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.05043 
Delay : 1, Total Response Took: 3.268, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04998 
Delay : 1, Total Response Took: 3.273, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.05448 
Delay : 1, Total Response Took: 1.037, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.04219 
Delay : 1, Total Response Took: 1.08, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.06155 
Delay : 1, Total Response Took: 1.057, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.04552 
Delay : 1, Total Response Took: 1.088, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.05937 
Delay : 1, Total Response Took: 1.103, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.06262 
Delay : 1, Total Response Took: 1.092, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.05467 
Delay : 1, Total Response Took: 1.089, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.05363 
Delay : 1, Total Response Took: 1.087, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.05074 
Delay : 1, Total Response Took: 1.078, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.04458 
Delay : 1, Total Response Took: 1.119, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.05015 
Delay : 1, Total Response Took: 1.11, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.04051 
Delay : 1, Total Response Took: 1.164, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.06561 
Delay : 1, Total Response Took: 1.132, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.04726 
Delay : 1, Total Response Took: 1.17, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.06553 
Delay : 1, Total Response Took: 1.123, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.03623 
Delay : 1, Total Response Took: 1.127, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.03882 
Delay : 1, Total Response Took: 1.131, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.03873 
Delay : 1, Total Response Took: 1.136, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.04041 
Delay : 1, Total Response Took: 1.143, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.04574 
Delay : 1, Total Response Took: 1.161, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.05075 
Delay : 1, Total Response Took: 1.149, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.0417 
Delay : 1, Total Response Took: 1.172, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.05393 
Delay : 1, Total Response Took: 1.159, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.03984 
Delay : 1, Total Response Took: 1.207, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.06415 
Delay : 1, Total Response Took: 1.219, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.06752 
Delay : 1, Total Response Took: 1.181, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.04733 
Delay : 1, Total Response Took: 1.21, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.05963 
Delay : 1, Total Response Took: 1.216, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.06171 
Delay : 1, Total Response Took: 1.203, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.0511 
Delay : 1, Total Response Took: 1.237, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.06766 
Delay : 1, Total Response Took: 1.248, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.07179 
Delay : 1, Total Response Took: 1.246, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.06526 
Delay : 1, Total Response Took: 1.248, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.06644 
Delay : 1, Total Response Took: 1.231, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.05285 
Delay : 1, Total Response Took: 1.236, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.04776 
Delay : 1, Total Response Took: 1.246, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.04416 
Delay : 1, Total Response Took: 1.258, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.04335 
Delay : 1, Total Response Took: 1.294, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.06374 
Delay : 1, Total Response Took: 1.287, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.05019 
Delay : 1, Total Response Took: 1.341, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.07114 
Delay : 1, Total Response Took: 2.066, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04212 
Delay : 1, Total Response Took: 2.071, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.04568 
Delay : 1, Total Response Took: 2.074, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.0452 
Delay : 1, Total Response Took: 2.074, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04232 
Delay : 1, Total Response Took: 2.079, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04683 
Delay : 1, Total Response Took: 2.087, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04523 
Delay : 1, Total Response Took: 2.104, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04182 
Delay : 1, Total Response Took: 2.114, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04365 
Delay : 1, Total Response Took: 2.121, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04076 
Delay : 1, Total Response Took: 2.124, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04082 
Delay : 1, Total Response Took: 2.125, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04092 
Delay : 1, Total Response Took: 2.134, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04192 
Delay : 1, Total Response Took: 2.137, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04528 
Delay : 1, Total Response Took: 2.135, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04106 
Delay : 1, Total Response Took: 2.142, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04107 
Delay : 1, Total Response Took: 2.15, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.0454 
Delay : 1, Total Response Took: 2.15, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04262 
Delay : 1, Total Response Took: 2.155, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04121 
Delay : 1, Total Response Took: 2.157, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04211 
Delay : 1, Total Response Took: 2.159, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04058 
Delay : 1, Total Response Took: 2.18, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04173 
Delay : 1, Total Response Took: 2.185, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04882 
Delay : 1, Total Response Took: 2.184, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.03973 
Delay : 1, Total Response Took: 2.186, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04086 
Delay : 1, Total Response Took: 2.188, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04255 
Delay : 1, Total Response Took: 2.192, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04755 
Delay : 1, Total Response Took: 2.191, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04177 
Delay : 1, Total Response Took: 2.197, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04142 
Delay : 1, Total Response Took: 2.197, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04034 
Delay : 1, Total Response Took: 2.206, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.05289 
Delay : 1, Total Response Took: 2.213, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.0418 
Delay : 1, Total Response Took: 2.215, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04393 
Delay : 1, Total Response Took: 2.215, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04091 
Delay : 1, Total Response Took: 2.216, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04141 
Delay : 1, Total Response Took: 2.227, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04149 
Delay : 1, Total Response Took: 2.241, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04067 
Delay : 1, Total Response Took: 2.249, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04163 
Delay : 1, Total Response Took: 2.263, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04049 
Delay : 1, Total Response Took: 2.275, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.0406 
Delay : 1, Total Response Took: 2.291, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04033 
Delay : 1, Total Response Took: 3.086, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04038 
Delay : 1, Total Response Took: 3.086, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04034 
Delay : 1, Total Response Took: 3.089, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04419 
Delay : 1, Total Response Took: 3.09, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04401 
Delay : 1, Total Response Took: 3.092, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04549 
Delay : 1, Total Response Took: 3.097, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04914 
Delay : 1, Total Response Took: 3.1, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04579 
Delay : 1, Total Response Took: 3.111, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04678 
Delay : 1, Total Response Took: 3.118, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04611 
Delay : 1, Total Response Took: 3.124, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04584 
Delay : 1, Total Response Took: 3.125, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04622 
Delay : 1, Total Response Took: 3.131, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.0456 
Delay : 1, Total Response Took: 3.131, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04575 
Delay : 1, Total Response Took: 3.132, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04743 
Delay : 1, Total Response Took: 3.138, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04601 
Delay : 1, Total Response Took: 3.174, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04531 
Delay : 1, Total Response Took: 3.18, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04586 
Delay : 1, Total Response Took: 3.181, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04627 
Delay : 1, Total Response Took: 3.183, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04902 
Delay : 1, Total Response Took: 3.182, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04802 
Delay : 1, Total Response Took: 1.053, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.0315 
Delay : 1, Total Response Took: 1.062, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.03733 
Delay : 1, Total Response Took: 1.064, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.03941 
Delay : 1, Total Response Took: 1.066, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.04228 
Delay : 1, Total Response Took: 1.07, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04364 
Delay : 1, Total Response Took: 1.068, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.03708 
Delay : 1, Total Response Took: 1.079, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04878 
Delay : 1, Total Response Took: 1.085, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.04729 
Delay : 1, Total Response Took: 1.096, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.04895 
Delay : 1, Total Response Took: 1.097, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.04582 
Delay : 1, Total Response Took: 1.099, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.04105 
Delay : 1, Total Response Took: 1.092, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.03497 
Delay : 1, Total Response Took: 1.108, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.03748 
Delay : 1, Total Response Took: 1.111, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.0394 
Delay : 1, Total Response Took: 1.109, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.0383 
Delay : 1, Total Response Took: 1.127, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.04886 
Delay : 1, Total Response Took: 1.134, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.05083 
Delay : 1, Total Response Took: 1.134, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.04249 
Delay : 1, Total Response Took: 1.127, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.03536 
Delay : 1, Total Response Took: 1.141, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.04428 
Delay : 1, Total Response Took: 1.133, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.03708 
Delay : 1, Total Response Took: 1.15, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.04683 
Delay : 1, Total Response Took: 1.148, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.04435 
Delay : 1, Total Response Took: 1.15, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.04647 
Delay : 1, Total Response Took: 1.143, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.04034 
Delay : 1, Total Response Took: 1.159, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.05494 
Delay : 1, Total Response Took: 1.162, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.05573 
Delay : 1, Total Response Took: 1.164, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.0509 
Delay : 1, Total Response Took: 1.168, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.05513 
Delay : 1, Total Response Took: 1.169, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.04959 
Delay : 1, Total Response Took: 1.161, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.04139 
Delay : 1, Total Response Took: 1.178, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.05074 
Delay : 1, Total Response Took: 1.189, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.05778 
Delay : 1, Total Response Took: 1.179, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.0444 
Delay : 1, Total Response Took: 1.195, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.05827 
Delay : 1, Total Response Took: 1.199, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.05526 
Delay : 1, Total Response Took: 1.191, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.04493 
Delay : 1, Total Response Took: 1.215, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.05464 
Delay : 1, Total Response Took: 1.221, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.05396 
Delay : 1, Total Response Took: 1.223, Status: COMPLETED, Payload: 294 bytes, CPU time: 0.04386 
Delay : 1, Total Response Took: 2.068, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04121 
Delay : 1, Total Response Took: 2.073, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04437 
Delay : 1, Total Response Took: 2.087, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04352 
Delay : 1, Total Response Took: 2.087, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04305 
Delay : 1, Total Response Took: 2.09, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.0469 
Delay : 1, Total Response Took: 2.096, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04692 
Delay : 1, Total Response Took: 2.106, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04854 
Delay : 1, Total Response Took: 2.103, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04407 
Delay : 1, Total Response Took: 2.109, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04808 
Delay : 1, Total Response Took: 2.108, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04447 
Delay : 1, Total Response Took: 2.113, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04342 
Delay : 1, Total Response Took: 2.114, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04433 
Delay : 1, Total Response Took: 2.116, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.0457 
Delay : 1, Total Response Took: 2.123, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04358 
Delay : 1, Total Response Took: 2.129, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04936 
Delay : 1, Total Response Took: 2.135, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.05386 
Delay : 1, Total Response Took: 2.135, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04539 
Delay : 1, Total Response Took: 2.137, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04392 
Delay : 1, Total Response Took: 2.137, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04232 
Delay : 1, Total Response Took: 2.138, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04295 
Delay : 1, Total Response Took: 2.139, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04246 
Delay : 1, Total Response Took: 2.145, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.0454 
Delay : 1, Total Response Took: 2.143, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.0425 
Delay : 1, Total Response Took: 2.145, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04373 
Delay : 1, Total Response Took: 2.146, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04222 
Delay : 1, Total Response Took: 2.153, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04966 
Delay : 1, Total Response Took: 2.148, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04202 
Delay : 1, Total Response Took: 2.157, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.05124 
Delay : 1, Total Response Took: 2.153, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04287 
Delay : 1, Total Response Took: 2.154, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04248 
Delay : 1, Total Response Took: 2.161, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04124 
Delay : 1, Total Response Took: 2.166, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04241 
Delay : 1, Total Response Took: 2.176, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04802 
Delay : 1, Total Response Took: 2.173, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04285 
Delay : 1, Total Response Took: 2.173, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04207 
Delay : 1, Total Response Took: 2.175, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04269 
Delay : 1, Total Response Took: 2.206, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04244 
Delay : 1, Total Response Took: 2.205, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04157 
Delay : 1, Total Response Took: 2.206, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04253 
Delay : 1, Total Response Took: 2.214, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04181 
Delay : 1, Total Response Took: 3.087, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04323 
Delay : 1, Total Response Took: 3.09, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04251 
Delay : 1, Total Response Took: 3.09, Status: FAILED_OUT_OF_STOCK, Payload: 270 bytes, CPU time: 0.04227 
